ITEM_ID,DESCRIPTION,Group Name,Subclass name,UDA,HC Life Style,HC-Price Range,Unit Retail (Vat Incl),Bal WH Quantity,MD,Sale Price,Range Name,Working type,Remarks,WH_BedSet,WH_Bed,WH_N/S,WH_Dres,WH_Wadrb,Min Set,MY REMARKS
164879633,Shaden 1 drawer Nightstand - Dark Brown/Travertine,Furniture,Night Stands,D,URBAN LOFT,PREMIUM,"1,599",0,,,Shaden,Bedroom,Night Stand,0,0,0,1,0,0,
164922432,Hugo 1 drawer Nightstand - White/oak,Furniture,Night Stands,E,URBAN LOFT,ENTRY,149,0,,,E-Hugo,Bedroom,Night Stand,0,1,14,3,0,1,
164943837,Neo Lux 2-drawer Nightstand - HG White/Gold,Furniture,Night Stands,C,MODERN LUXE,PREMIUM,"1,699",117,,,Neo,Bedroom,Night Stand,0,48,117,28,16,28,
164959833,Stark 2 Drawer Night Stand - White,Furniture,Night Stands,D,URBAN LOFT,ENTRY,599,215,,,Stark,Bedroom,Night Stand,0,96,215,97,96,96,
165044737,Anders 2 Drawer Nightstand-Oak/Black/Glass,Furniture,Night Stands,K,URBAN LOFT,MID,579,378,,,Anders,Bedroom,Night Stand,0,255,378,263,37,255,
165045534,Nova 2 drawer Night Stand-Grey Oak/White,Furniture,Night Stands,E,URBAN LOFT,ENTRY,369,0,,,E-Nova,Bedroom,Night Stand,0,3,0,1,1,0,
165505036,Chevvy Nightstand - Oak,Furniture,Night Stands,E,URBAN LOFT,ENTRY,299,54,,,E-Chevvy,Bedroom,Night Stand,0,12,54,3,37,3,
165555905,Nebulous 1 Drawer Nightstand - Oak,Furniture,Night Stands,D,URBAN LOFT,PREMIUM,"1,099",0,80%,219,Nebulous,Bedroom,Night Stand,0,85,75,44,-1,44,
165634599,Elmar 2 drawer Nightstand - Light Oak,Furniture,Night Stands,D,HOMESTEAD,ENTRY,479,0,,,Elmar,Bedroom,Night Stand,0,0,0,0,0,0,
165636353,Mono 2 drawer nightstand - Black/White,Furniture,Night Stands,D,URBAN LOFT,MID,749,0,,,Mono,Bedroom,Night Stand,0,0,0,0,0,0,
165636514,Clifford Nightstand - Grey,Furniture,Night Stands,C,HOMESTEAD,MID,579,50,,,Clifford,Bedroom,Night Stand,0,35,50,6,123,6,
165645797,Aurum Night Stand - HG Cream/Gold/Mirror,Furniture,Night Stands,D,MODERN LUXE,MID,699,0,,,Aurum,Bedroom,Night Stand,0,2,0,5,1,0,
165645833,Anri Night Stand - Foggy Grey,Furniture,Night Stands,D,MODERN LUXE,ENTRY,579,0,80%,115,Anri,Bedroom,Night Stand,0,0,0,0,3,0,
165645853,Indus Night Stand - Grey/Oak/Black,Furniture,Night Stands,E,URBAN LOFT,ENTRY,459,0,,,E-Indus,Bedroom,Night Stand,0,0,0,0,0,0,
165645873,Parma 2 drawer Night Stand - Grey/Black,Furniture,Night Stands,D,URBAN LOFT,MID,459,2,70%,137,Parma,Bedroom,Night Stand,0,1,2,0,0,0,
165646845,Dante Night Stand - Beige/Brown,Furniture,Night Stands,D,MODERN LUXE,ENTRY,499,2,,,Dante,Bedroom,Night Stand,0,0,2,1,0,0,
165748705,May 2 Drawer Nightstand - Oak/Black,Furniture,Night Stands,E,URBAN LOFT,ENTRY,469,0,,,E-May,Bedroom,Night Stand,0,62,0,13,9,0,
165767097,Nordic French 2 drawer Nightstand - Grey,Furniture,Night Stands,C,URBAN LOFT,MID,799,0,,,Nordic,Bedroom,Night Stand,0,48,0,4,30,0,
165796141,Venice 2 Drawer Night Stand - Oak / Off White,Furniture,Night Stands,E,URBAN LOFT,ENTRY,399,0,,,E-Venice,Bedroom,Night Stand,0,0,0,0,0,0,
165836168,Paula Nightstand -Beige/cream/walnut,Furniture,Night Stands,D,URBAN LOFT,MID,439,1,,,Paula,Bedroom,Night Stand,0,4,1,0,1,0,
165836196,Grande Night Stand - Grey/Gold,Furniture,Night Stands,D,MODERN LUXE,MID,"1,799",1,,,Grande,Bedroom,Night Stand,0,2,1,0,0,0,
165872189,BP-Medley 2 drawer Nightstand - White Wash,Furniture,Night Stands,P,URBAN LOFT,ENTRY,329,56,,,BP-Medley,Bedroom,Night Stand,0,604,203,128,183,128,
165872694,Swirl 2 Drawer Nightstand - Off White/Gold,Furniture,Night Stands,K,MODERN LUXE,MID,"1,199",107,,,Swirl,Bedroom,Night Stand,0,93,107,38,17,38,
165872732,Noura 2 Drawer Night Stand - Grey/Oak/Brushed Gold,Furniture,Night Stands,D,MODERN LUXE,ENTRY,649,0,70%,194,Noura,Bedroom,Night Stand,0,1,0,1,0,0,
165884906,Ralph Night Stnad - Black/Ebony/gold,Furniture,Night Stands,D,MODERN LUXE,MID,949,2,,,Ralph,Bedroom,,0,5,0,2,0,0,
165911647,Palma Night Stand - HG White/Beige,Furniture,Night Stands,D,URBAN LOFT,MID,899,1,80%,179,Palma,Bedroom,Night Stand,0,1,1,1,0,1,
165923406,Bari 2 Drawer Nightstand - Concrete/Oak,Furniture,Night Stands,E,URBAN LOFT,ENTRY,649,0,80%,129,E-Bari,Bedroom,Night Stand,0,0,0,0,0,0,
165937002,Maison 2 Drawer Night Stand - Beige/Gold,Furniture,Night Stands,K,MODERN LUXE,MID,999,347,,,Maison,Bedroom,Night Stand,0,52,347,84,17,52,
165947955,Chantelle 1 Drawer Nightstand - Off White / Gold,Furniture,Night Stands,D,MODERN LUXE,ENTRY,549,0,,,Chantelle,Bedroom,Night Stand,0,0,0,0,1,0,
165968683,Faris 2 Drawer Night Stand - White / Gold,Furniture,Night Stands,D,MODERN LUXE,PREMIUM,"1,599",3,,,Faris,Bedroom,Night Stand,0,0,3,0,0,0,
165998850,Tribeca 1 Drawer Night Stand - Walnut/Black/Mirror,Furniture,Night Stands,C,URBAN LOFT,MID,549,14,,,Tribeca,Bedroom,Night Stand,0,6,14,0,20,0,
166041619,Melissa 2 Drawer Night Stand - Walnut/Ivory,Furniture,Night Stands,K,URBAN LOFT,MID,"1,199",241,,,Melissa,Bedroom,Night Stand,0,-1,241,71,5,0,
166059181,Leila 3 Drawer Nightstand - Antique Mirror/Gold,Furniture,Night Stands,D,MODERN LUXE,PREMIUM,"1,299",0,80%,259,Leila,Bedroom,Night Stand,0,0,0,0,0,0,
166134860,Milan 1 Drawer Nightstand Left – Off White/Walnut/Gold,Furniture,Night Stands,D,MODERN LUXE,MID,799,0,80%,159,Milan,Bedroom,Night Stand,0,2,0,0,2,0,
166330423,Vista 2 drawer Night Stand - White oak/Mirror/Chrome,Furniture,Night Stands,D,MODERN LUXE,ENTRY,749,0,70%,224,Vista,Bedroom,Night Stand,0,29,0,0,0,0,
166578182,Bianco Night stand - White,Furniture,Night Stands,E,URBAN LOFT,ENTRY,389,18,,,E-Bianco,Bedroom,Night Stand,0,8,18,14,0,8,
166645317,Somerton 2 Drawer Nightstand - Walnut,Furniture,Night Stands,C,URBAN LOFT,PREMIUM,"1,099",87,,,Somerton,Bedroom,Night Stand,0,14,87,17,1,14,
166706861,Rubik 2 Drawer Nightstand - Oak/Black,Furniture,Night Stands,C,URBAN LOFT,MID,719,191,,,Rubik,Bedroom,Night Stand,0,-1,191,61,28,0,
166706888,Pebble 2 drawer Nightstand - Walnut/Beige,Furniture,Night Stands,D,HOMESTEAD,PREMIUM,"1,499",1,80%,299,Pebble,Bedroom,Night Stand,0,0,1,0,0,0,
166750210,Accalia 2 drawer Nightstand - Coffee Brown,Furniture,Night Stands,E,HOMESTEAD,ENTRY,599,0,,,E-Accalia,Bedroom,Night Stand,0,21,0,0,3,0,
166824142,Aria Nightstand - Beige/Wenge,Furniture,Night Stands,E,URBAN LOFT,ENTRY,319,6,,,E-Aria,Bedroom,Night Stand,0,0,6,0,0,0,
166839053,Madeline 2 Drawer Nightstand - Oak / Chrome,Furniture,Night Stands,D,MODERN LUXE,ENTRY,649,0,70%,194,Madeline,Bedroom,Night Stand,0,0,0,0,0,0,
166839165,Leopold 2 Drawer Nightstand - Oak,Furniture,Night Stands,C,HOMESTEAD,PREMIUM,"1,299",0,,,Leopold,Bedroom,Night Stand,0,1,0,0,2,0,
166917555,Hadley 2 Drawer Nightstand - Walnut/Ivory,Furniture,Night Stands,C,URBAN LOFT,MID,799,0,,,Hadley,Bedroom,Night Stand,0,1,0,0,0,0,
166949063,Clifton 2 drawer Nightstand - White/Walnut,Furniture,Night Stands,E,URBAN LOFT,ENTRY,499,0,80%,99,E-Clifton,Bedroom,Night Stand,0,0,0,0,0,0,
166990407,Lorenzo 2 Drawer Nightstand - Oak/Ivory,Furniture,Night Stands,C,URBAN LOFT,ENTRY,549,18,,,Lorenzo,Bedroom,Night Stand,0,43,18,0,2,0,
166990419,Lorenzo 2 Drawer Nightstand - Oak/Grey,Furniture,Night Stands,E,URBAN LOFT,ENTRY,399,1,,,E-Lorenzo,Bedroom,Night Stand,0,0,1,5,0,0,
166993610,Prato 2Drwr Nightstand - Black / Grey,Furniture,Night Stands,D,URBAN LOFT,MID,999,0,80%,199,Prato,Bedroom,Night Stand,0,5,0,0,0,0,
167017038,Spindle 1 Drawer Nightstand - Walnut,Furniture,Night Stands,C,HOMESTEAD,MID,949,0,,,Spindle,Bedroom,Night Stand,0,14,0,1,34,0,
167017403,Todd 1 Drawer Nightstand - Oak,Furniture,Night Stands,D,URBAN LOFT,ENTRY,399,1,70%,119,Todd,Bedroom,Night Stand,0,0,1,1,0,0,
167145416,Tremont 2 drawer Nightstand - whitewashed Oak,Furniture,Night Stands,D,HOMESTEAD,PREMIUM,"1,899",0,80%,379,Tremont,Bedroom,Night Stand,0,0,0,0,0,0,
167160729,Artwin 1 Drawer Nightstand -Oak,Furniture,Night Stands,D,URBAN LOFT,MID,499,0,80%,99,Artwin,Bedroom,Night Stand,0,0,0,0,0,0,
167236914,Heritage 2 Drawer Nightstand - Dark Oak,Furniture,Night Stands,D,HOMESTEAD,PREMIUM,"1,099",0,,,Heritage,Bedroom,Night Stand,0,0,0,0,21,0,
167360267,Amirah 2 drawer Nightstand - Beige/Gold,Furniture,Night Stands,C,MODERN LUXE,PREMIUM,"1,599",48,,,Amirah,Bedroom,Night Stand,0,31,48,6,0,6,
167360952,Qubba 2 drawer Nightstand - Cream/gold,Furniture,Night Stands,K,MODERN LUXE,ENTRY,599,153,,,Qubba,Bedroom,Night Stand,0,130,153,75,13,75,
167514727,Heather 2 drawer Nightstand - HG White/Chrome,Furniture,Night Stands,D,MODERN LUXE,PREMIUM,"1,199",0,70%,359,Heather,Bedroom,Night Stand,0,0,0,0,0,0,
167537395,Verve 2 drawer Nightstand - HG White/Gold,Furniture,Night Stands,E,MODERN LUXE,ENTRY,579,0,,,E-Verve,Bedroom,Night Stand,0,3,0,0,9,0,
167675526,Mikasa Night Stand -Taupe/Gun metal,Furniture,Night Stands,D,MODERN LUXE,PREMIUM,649,5,,,Mikasa,Bedroom,Night Stand,0,2,5,0,11,0,
167753222,Viera Night stand - Ivory/Travertine/Gold,Furniture,Night Stands,D,MODERN LUXE,PREMIUM,"1,299",3,,,Viera,Bedroom,Night Stand,0,1,3,0,0,0,
167797846,Mondo 2 drawer nightstand - Walnut/Cream/Gun metal,Furniture,Night Stands,C,URBAN LOFT,ENTRY,549,0,,,Mondo,Bedroom,Night Stand,0,1,0,3,6,0,
167799317,Gradient 1 Drawer Nightstand - Black Ash/Marble,Furniture,Night Stands,D,URBAN LOFT,PREMIUM,"1,199",0,60%,479,Gradient,Bedroom,Night Stand,0,0,0,1,0,0,
167989707,Corbin 1 drawer Nightstand - Oak/Travertine,Furniture,Night Stands,C,HOMESTEAD,MID,479,0,,,Corbin,Bedroom,Night Stand,0,18,0,8,14,0,
168060662,BP-Countryside 2 drawer Night Stand - Walnut/Black,Furniture,Night Stands,P,URBAN LOFT,ENTRY,349,176,,,BP-Countryside,Bedroom,Night Stand,0,73,198,94,79,73,
168064952,Mona 2 drawer Nightstand - Walnut/Travertine,Furniture,Night Stands,C,URBAN LOFT,ENTRY,469,135,,,Mona,Bedroom,Night Stand,0,54,135,73,2,54,
168092336,BP-Countryside one drawer Night Stand - Walnut/Black,Furniture,Night Stands,P,URBAN LOFT,ENTRY,299,22,,,BP-Countryside,Bedroom,Night Stand,0,73,198,94,79,73,
168116389,Zen 2 drawer Night Stand - Grey/Walnut,Furniture,Night Stands,C,URBAN LOFT,ENTRY,359,87,,,Zen,Bedroom,Night Stand,0,89,87,66,44,66,
168124063,Melissa 2 Drawer Night Stand - Matte White/Black,Furniture,Night Stands,C,URBAN LOFT,MID,"1,199",0,,,Melissa,Bedroom,Night Stand,0,-1,241,71,5,0,
168180568,Frank 2 drawer Night Stand - White Wash,Furniture,Night Stands,C,URBAN LOFT,ENTRY,349,253,,,Frank,Bedroom,Night Stand,0,54,253,147,198,54,
168201851,Plush 2 drawer Nightstand - Oak/Marble,Furniture,Night Stands,C,URBAN LOFT,MID,"1,099",0,,,Plush,Bedroom,Night Stand,0,0,0,0,1,0,
168234156,Lumi 1 Drawer Nightstand - White/Chrome,Furniture,Night Stands,E,URBAN LOFT,ENTRY,279,0,,,E-Lumi,Bedroom,Night Stand,0,61,235,133,103,61,
168234157,Lumi 2 drawer Nightstand - White/Chrome,Furniture,Night Stands,E,URBAN LOFT,ENTRY,349,0,,,E-Lumi,Bedroom,Night Stand,0,61,235,133,103,61,
168271753,Kay 1 drawer Night Stand - White Wash,Furniture,Night Stands,E,HOMESTEAD,ENTRY,529,51,,,E-Kay,Bedroom,Night Stand,0,0,51,2,7,0,
168271762,Soleil 1 drawer Night Stand - Beige and Oak,Furniture,Night Stands,C,HOMESTEAD,MID,"1,099",50,,,Soleil,Bedroom,Night Stand,0,0,50,0,36,0,
168390457,Solena 2 Drawer Nightstand - Walnut/Gold,Furniture,Night Stands,D,MODERN LUXE,MID,"1,099",15,,,Solena,Bedroom,Night Stand,0,0,15,1,3,0,
168454879,Dahab 2 Drawer Nightstand - Dark Walnut/Gold,Furniture,Night Stands,C,MODERN LUXE,PREMIUM,"1,199",2,,,Dahab,Bedroom,Night Stand,0,0,2,3,0,0,
168465173,Fanous 2 drawer Nightstand - Cream/Gold,Furniture,Night Stands,C,MODERN LUXE,ENTRY,599,1,,,Fanous,Bedroom,Night Stand,0,0,1,0,34,0,
168468100,Raqiya 2 drawer Nightstand - Beige/Gold,Furniture,Night Stands,C,MODERN LUXE,PREMIUM,"1,999",3,,,Raqiya,Bedroom,Night Stand,0,1,3,10,0,1,
168489599,Astro 2 drawer Nightstand - Grey,Furniture,Night Stands,N,URBAN LOFT,ENTRY,499,35,,,Astro,Bedroom,Night Stand,0,0,35,18,10,0,
168534067,Forren 2 drawer Nightstand - Oak,Furniture,Night Stands,C,URBAN LOFT,ENTRY,449,2,,,Forren,Bedroom,Night Stand,0,11,2,0,29,0,
168541229,Hugo Nightstand - White/Oak,Furniture,Night Stands,E,URBAN LOFT,ENTRY,199,14,,,E-Hugo,Bedroom,Night Stand,0,1,14,3,0,1,
168541466,Lumi 1 Drawer Nightstand - Walnut/Black,Furniture,Night Stands,E,URBAN LOFT,ENTRY,279,148,,,E-Lumi,Bedroom,Night Stand,0,61,235,133,103,61,
168541467,Lumi 2 Drawer Nightstand - Walnut/Black,Furniture,Night Stands,E,URBAN LOFT,ENTRY,349,87,,,E-Lumi,Bedroom,Night Stand,0,61,235,133,103,61,
168541525,Emilia 2 drawer Nightstand - Offwhite/Warm Grey,Furniture,Night Stands,C,MODERN LUXE,ENTRY,699,23,,,Emilia,Bedroom,Night Stand,0,0,23,23,32,0,
168847469,Zahira 2 drawer Nightstand - Cream/Gold,Furniture,Night Stands,C,MODERN LUXE,MID,849,98,,,Zahira,Bedroom,Night Stand,0,1,98,1,2,1,
168984678,Nebulous New 2 Drawer Nightstand - Beige/Oak,Furniture,Night Stands,N,URBAN LOFT,PREMIUM,"1,099",75,,,Nebulous,Bedroom,Night Stand,0,85,75,44,-1,44,
169321874,Daventry 1 Drawer Night Stand-Travertine/Walnut/Gold,Furniture,Night Stands,N,MODERN LUXE,ENTRY,599,128,,,Daventry,Bedroom,Night Stand,0,61,128,56,28,56,
169334105,Sora 2 drawer Nightstand - Light Oak/Dark Oak,Furniture,Night Stands,N,URBAN LOFT,ENTRY,549,152,,,Sora,Bedroom,Night Stand,0,46,152,67,29,46,
169334866,Natura 2 Drawer Night Stand - Walnut,Furniture,Night Stands,N,HOMESTEAD,MID,899,107,,,Natura,Bedroom,Night Stand,0,0,107,37,18,0,
155418298,Dublin 22Pairs Shoe Cbnt-HG White/Grey Oak,Furniture,Shoe Racks,D,URBAN LOFT,ENTRY,"1,199",0,,,Dublin,Shoe Racks,Shoe Cabinet,0,0,0,0,0,0,
156234182,BP-Saturn 26 pairs shoe cabinet - Med. Oak,Furniture,Shoe Racks,P,URBAN LOFT,ENTRY,749,74,,,BP-Saturn,Shoe Racks,Shoe Cabinet,0,0,0,0,0,0,
158192539,Solace 36 pairs sliding shoe cabinet - HG white/Black,Furniture,Shoe Racks,C,URBAN LOFT,MID,"1,699",24,,,Solace,Shoe Racks,Shoe Cabinet,0,13,52,25,31,13,
161508371,BP-Medley 16 pair shoe cabinet with 2 drawers - Summer Oak,Furniture,Shoe Racks,P,URBAN LOFT,ENTRY,759,18,,,BP-Medley,Shoe Racks,Shoe Cabinet,0,604,203,128,183,128,
161553076,Alaska 21 Pair Shoe Cabinet - HG White,Furniture,Shoe Racks,D,URBAN LOFT,MID,899,38,,,Alaska,Shoe Racks,Shoe Cabinet,0,0,0,0,0,0,
161553079,Felix 18 Pair Shoe Cabinet - HG White & Walnut,Furniture,Shoe Racks,C,URBAN LOFT,MID,949,11,,,Felix,Shoe Racks,Shoe Cabinet,0,0,0,0,0,0,
161553087,Tessa 30 Pair Shoe cabinet - HG White & L.Grey,Furniture,Shoe Racks,C,URBAN LOFT,MID,999,0,,,Tessa,Shoe Racks,Shoe Cabinet,0,0,0,0,0,0,
161608661,Colton 21 pairs 4 door Tall shoe cabinet with 1 drawer - Waton Oak,Furniture,Shoe Racks,C,URBAN LOFT,ENTRY,899,26,,,Colton,Shoe Racks,Shoe Cabinet,0,145,405,167,223,145,
161608664,Optec 24 pair shoe cabinet with bench - Oak,Furniture,Shoe Racks,E,URBAN LOFT,ENTRY,649,0,,,E-Optec,Shoe Racks,Shoe Cabinet,0,0,0,1,3,0,
161618324,BP-Mobile 18pairs Shoe Cbnt-Dark Walnut,Furniture,Shoe Racks,P,URBAN LOFT,ENTRY,379,0,,,BP-Mobile,Shoe Racks,Shoe Cabinet,0,0,0,0,0,0,
161618341,BP-Mobile 18Pairs Shoe Cabinet-HG White,Furniture,Shoe Racks,P,URBAN LOFT,ENTRY,499,9,,,BP-Mobile,Shoe Racks,Shoe Cabinet,0,0,0,0,0,0,
161768903,Robin Tall 34pairs Shoe Cabinet -High Gloss White,Furniture,Shoe Racks,C,URBAN LOFT,MID,"1,199",-1,,,Robin,Shoe Racks,Shoe Cabinet,0,0,0,0,0,0,
161768906,Robin Tall 34pairs Shoe Cabinet -Walnut,Furniture,Shoe Racks,C,URBAN LOFT,MID,999,-1,,,Robin,Shoe Racks,Shoe Cabinet,0,0,0,0,0,0,
162202222,Crescent 12 pairs Shoe Cabinet-White/L.Oak,Furniture,Shoe Racks,C,URBAN LOFT,ENTRY,549,32,,,Crescent,Shoe Racks,Shoe Cabinet,0,0,0,1,0,0,
162202223,Frey 15 pairs Shoe Cabinet-Dusty White,Furniture,Shoe Racks,C,URBAN LOFT,ENTRY,599,0,,,Frey,Shoe Racks,Shoe Cabinet,0,0,0,0,0,0,
162674275,Neptune 24 pairs shoe cabinet with bench - Oak,Furniture,Shoe Racks,E,URBAN LOFT,ENTRY,"1,099",0,80%,219,E-Neptune,Shoe Racks,Shoe Cabinet,0,0,1,0,0,0,
162750645,Slim 15 pair shoe cabinet - White,Furniture,Shoe Racks,D,URBAN LOFT,ENTRY,449,0,,,Slim,Shoe Racks,Shoe Cabinet,0,0,0,0,0,0,
162750646,Slim 15 pair shoe cabinet - withered oak,Furniture,Shoe Racks,D,URBAN LOFT,ENTRY,449,0,,,Slim,Shoe Racks,Shoe Cabinet,0,0,0,0,0,0,
162820020,Chevron 26-Pairs Shoe Cabinet Shoe cabinet - Sonama Oak/Light Oak,Furniture,Shoe Racks,E,URBAN LOFT,ENTRY,"1,299",46,,,E-Chevron,Shoe Racks,Shoe Cabinet,0,23,396,65,208,23,
162861005,Robin Tall 34pairs Shoe Cabinet -Mirror,Furniture,Shoe Racks,C,URBAN LOFT,MID,"1,499",7,,,Robin,Shoe Racks,Shoe Cabinet,0,0,0,0,0,0,
162943122,Nordic 48 pair tall shoe cabinet - HG White/Oak,Furniture,Shoe Racks,C,URBAN LOFT,MID,"2,199",74,,,Nordic,Shoe Racks,Shoe Cabinet,0,48,0,4,30,0,
162943126,Nordic 24 pair shoe cabinet - HG White/Oak,Furniture,Shoe Racks,C,URBAN LOFT,MID,"1,399",10,,,Nordic,Shoe Racks,Shoe Cabinet,0,48,0,4,30,0,
163823030,Jamie 24 pair Shoe Cabinet - Oak/White,Furniture,Shoe Racks,E,URBAN LOFT,ENTRY,"1,099",0,,,E-Jamie,Shoe Racks,Shoe Cabinet,0,21,11,89,512,11,
163997936,Marvin 25 pair Shoe Cabinet - White/Black,Furniture,Shoe Racks,D,URBAN LOFT,MID,"1,499",0,,,Marvin,Shoe Racks,Shoe Cabinet,0,0,0,0,0,0,
164197988,BP-Slim 18 pair shoe cabinet - Grey,Furniture,Shoe Racks,P,URBAN LOFT,ENTRY,549,44,,,BP-Slim,Shoe Racks,Shoe Cabinet,0,0,0,0,0,0,
164197989,BP-Slim 18 pair shoe cabinet - White,Furniture,Shoe Racks,P,URBAN LOFT,ENTRY,549,56,,,BP-Slim,Shoe Racks,Shoe Cabinet,0,0,0,0,0,0,
164197990,BP-Slim 18 pair shoe cabinet - Withered oak,Furniture,Shoe Racks,P,URBAN LOFT,ENTRY,549,13,,,BP-Slim,Shoe Racks,Shoe Cabinet,0,0,0,0,0,0,
164197991,Nordic 28 Pair till out shoe rack – HG White/Oak,Furniture,Shoe Racks,D,URBAN LOFT,MID,"1,699",9,,,Nordic,Shoe Racks,Shoe Cabinet,0,48,0,4,30,0,
164398825,BP-Medley 16 pair shoe cabinet with 2 drawers - Dark Walnut,Furniture,Shoe Racks,P,URBAN LOFT,ENTRY,759,31,,,BP-Medley,Shoe Racks,Shoe Cabinet,0,604,203,128,183,128,
164479577,Jamie 24 pair Shoe Cabinet - Grey Oak/White,Furniture,Shoe Racks,E,URBAN LOFT,ENTRY,"1,099",34,30%,769,E-Jamie,Shoe Racks,Shoe Cabinet,0,21,11,89,512,11,
164488979,Granger 20 Pair Shoe Cabinet - Dusty White/Mirror,Furniture,Shoe Racks,C,URBAN LOFT,MID,"1,199",21,,,Granger,Shoe Racks,Shoe Cabinet,0,0,0,0,0,0,
164826419,Anasa 28 pair Shoe cabinet - Oak/brass,Furniture,Shoe Racks,C,HOMESTEAD,PREMIUM,"2,199",68,,,Anasa,Shoe Racks,Shoe Cabinet,0,144,113,77,29,77,
165636392,Charcoal 25 pair Shoe Cabinet With Mirror - Black/White,Furniture,Shoe Racks,D,URBAN LOFT,ENTRY,"1,199",1,50%,599,Charcoal,Shoe Racks,Shoe Cabinet,0,11,0,0,0,0,
165687852,Granger 20 Pair Shoe Cabinet - Walnut/Mirror,Furniture,Shoe Racks,C,URBAN LOFT,MID,"1,199",38,,,Granger,Shoe Racks,Shoe Cabinet,0,0,0,0,0,0,
165710579,Robin 34 pair Shoe Rack - Oak,Furniture,Shoe Racks,C,URBAN LOFT,MID,999,0,,,Robin,Shoe Racks,Shoe Cabinet,0,0,0,0,0,0,
165710582,BP-Verona 23 pair Shoe Rack - HG White/Mirror,Furniture,Shoe Racks,P,URBAN LOFT,MID,849,4,,,BP-Verona,Shoe Racks,Shoe Cabinet,0,170,131,72,40,72,
165717617,Sammy 20 Pair Sliding Door Shoe Cabinet - White,Furniture,Shoe Racks,D,URBAN LOFT,ENTRY,899,0,80%,179,Sammy,Shoe Racks,Shoe Cabinet,0,0,0,0,0,0,
165748710,May 2 Door Shoe Rack - Oak/Black,Furniture,Shoe Racks,E,URBAN LOFT,ENTRY,749,14,,,E-May,Shoe Racks,Shoe Cabinet,0,62,0,13,9,0,
165748711,May 3 Door Shoe Rack with Mirror - Oak/Black,Furniture,Shoe Racks,E,URBAN LOFT,ENTRY,"1,099",19,,,E-May,Shoe Racks,Shoe Cabinet,0,62,0,13,9,0,
165796069,Gerald 30 pair Shoe Cabinet - Greige/Black/Mirror,Furniture,Shoe Racks,D,URBAN LOFT,MID,"1,799",0,80%,359,Gerald,Shoe Racks,Shoe Cabinet,0,0,4,0,0,0,
165825627,Habitat 24 pair Shoe Cabinet - Natural,Furniture,Shoe Racks,C,HOMESTEAD,MID,"1,999",0,,,Habitat,Shoe Racks,Shoe Cabinet,0,0,0,0,0,0,
165998704,Warner 30 pair Shoe Cabinet - Beige/Caramel Walnut/Mirror,Furniture,Shoe Racks,C,URBAN LOFT,MID,"1,299",0,,,Warner,Shoe Racks,Shoe Cabinet,0,75,32,0,158,0,
166365110,BP-Medley 16 pair shoe cabinet with 2 drawers - White Wash,Furniture,Shoe Racks,P,URBAN LOFT,ENTRY,759,17,,,BP-Medley,Shoe Racks,Shoe Cabinet,0,604,203,128,183,128,
166481638,BP-Slim 24 pair shoe cabinet - White,Furniture,Shoe Racks,P,URBAN LOFT,ENTRY,699,-1,,,BP-Slim,Shoe Racks,Shoe Cabinet,0,0,0,0,0,0,
166481639,BP-Slim 24 pair shoe cabinet - Grey,Furniture,Shoe Racks,P,URBAN LOFT,ENTRY,699,6,,,BP-Slim,Shoe Racks,Shoe Cabinet,0,0,0,0,0,0,
166481640,BP-Slim 24 pair shoe cabinet - Withered Oak,Furniture,Shoe Racks,P,URBAN LOFT,ENTRY,699,-2,,,BP-Slim,Shoe Racks,Shoe Cabinet,0,0,0,0,0,0,
166750209,Accalia 16 Pair Shoe Cabinet - Coffee Brown,Furniture,Shoe Racks,E,HOMESTEAD,ENTRY,999,0,,,E-Accalia,Shoe Racks,Shoe Cabinet,0,21,0,0,3,0,
166839161,Leopold 22 Pair Shoe Rack - Oak,Furniture,Shoe Racks,C,HOMESTEAD,PREMIUM,"1,799",2,,,Leopold,Shoe Racks,Shoe Cabinet,0,1,0,0,2,0,
166948903,Summer 18 pair Shoe Cabinet - Oak,Furniture,Shoe Racks,C,URBAN LOFT,ENTRY,999,39,,,Summer,Shoe Racks,Shoe Cabinet,0,0,0,0,0,0,
166949065,Trevor 10 pair Wallmount Shoerack - White/Mirror,Furniture,Shoe Racks,C,URBAN LOFT,MID,699,7,,,Trevor,Shoe Racks,Shoe Cabinet,0,0,0,0,0,0,
166949066,Trevor 10 pair Wallmount Shoerack - Walnut/Mirror,Furniture,Shoe Racks,C,URBAN LOFT,MID,699,1,,,Trevor,Shoe Racks,Shoe Cabinet,0,0,0,0,0,0,
167533566,Jay 3 Doors Shoe Cabinet with Drawer- Ivory Oak,Furniture,Shoe Racks,E,URBAN LOFT,ENTRY,749,17,,,E-Jay,Shoe Racks,Shoe Cabinet,0,0,0,0,0,0,
167811729,Dublin 22Pairs Shoe Cbnt-HG White/Grey Oak,Furniture,Shoe Racks,C,URBAN LOFT,ENTRY,949,95,,,Dublin,Shoe Racks,Shoe Cabinet,0,0,0,0,0,0,
168060663,BP-Countryside Shoe Rack - Walnut/Black,Furniture,Shoe Racks,P,URBAN LOFT,ENTRY,799,95,,,BP-Countryside,Shoe Racks,Shoe Cabinet,0,73,198,94,79,73,
